Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Tipologia_parc,Nombre_vehicles
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Camions,142
2013,10,Sant Martí,70,el Besòs i el Maresme,Camions,298
2013,10,Sant Martí,71,Provençals del Poblenou,Camions,454
2013,10,Sant Martí,72,Sant Martí de Provençals,Camions,229
2013,10,Sant Martí,73,la Verneda i la Pau,Camions,349
2013,99,No consta,99,No consta,Camions,309
2013,1,Ciutat Vella,1,el Raval,Altres vehicles,315
2013,1,Ciutat Vella,2,el Barri Gòtic,Altres vehicles,390
2013,1,Ciutat Vella,3,la Barceloneta,Altres vehicles,145
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Altres vehicles,293
2013,2,Eixample,5,el Fort Pienc,Altres vehicles,538
2013,2,Eixample,6,la Sagrada Família,Altres vehicles,453
2013,2,Eixample,7,la Dreta de l'Eixample,Altres vehicles,1841
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Altres vehicles,456
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Altres vehicles,468
2013,2,Eixample,10,Sant Antoni,Altres vehicles,365
2013,3,Sants-Montjuïc,11,el Poble Sec,Altres vehicles,269
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Altres vehicles,3205
2013,3,Sants-Montjuïc,13,la Marina de Port,Altres vehicles,387
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Altres vehicles,95
2013,3,Sants-Montjuïc,15,Hostafrancs,Altres vehicles,153
2013,3,Sants-Montjuïc,16,la Bordeta,Altres vehicles,154
2013,3,Sants-Montjuïc,17,Sants - Badal,Altres vehicles,155
2013,3,Sants-Montjuïc,18,Sants,Altres vehicles,389
2013,4,Les Corts,19,les Corts,Altres vehicles,459
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Altres vehicles,363
2013,4,Les Corts,21,Pedralbes,Altres vehicles,169
